fields	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40
gvar	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_2	group_2	group_2	group_2	group_2	group_2	group_3	group_3	group_3	group_3	group_3	group_3	group_3	group_4	group_4	group_4	group_4	group_4	group_4	group_4	group_4
Marvinbryantia_formatexigens	7.47603036482942e-05	0.000233203488861137	9.98190539493035e-05	0.000181000272273529	0.00019235312352913	0.000171100131524993	0.000464863905188116	0.000216207945517292	0.000406189018240711	0.000204865586481735	0.000259881993086141	0.00017240556827789	0.00033443110567951	0.000833132856833751	6.99186963908368e-05	0.000352343063424375	0.000163277878372295	0.000435390341379195	0.000113904611223081	0.000187556675733541	0.000175530292900139	9.7218672060252e-05	0.000166203067032311	0.000627328016158164	0.000548944341176819	0.00072086929874092	0.000187227354426715	0.00011329178424779	0.000405077066342401	5.25839772223286e-05	3.74824892031512e-05	0.000233328782883099	7.66607296527608e-05	1.65195353011253e-05	0.000166620120120587	4.78900144741772e-05	5.29337895761609e-05	2.60679311172233e-05	0.00021673290700054	3.80611633824552e-05
Eggerthella_lenta	4.47788250009236e-05	0	7.18846709200094e-05	0	0	3.23877849923112e-05	7.12140846197105e-05	6.17603439450124e-05	4.4558534661485e-05	0	5.96373689443831e-05	0.000133092764515582	4.38049889259141e-05	4.32470007671829e-05	0.000118425492344894	3.23108849661379e-05	0.000194471733184442	0	6.84079953517595e-05	0	1.9460279856155e-05	6.99588132871711e-05	2.68187611725799e-05	4.76686287155182e-05	2.5383728376243e-05	2.98078813590554e-05	4.38140708325762e-05	6.02284613410946e-05	4.03443355453457e-05	0	0	3.84735834215628e-05	3.64614510662382e-05	2.04834756713677e-05	3.45061489710426e-05	5.35015074670075e-05	2.50918323500401e-05	2.2292174253961e-05	3.53952500513105e-05	1.52584237079518e-05
Clostridioides_difficile	0.000378546962148114	7.74624138233515e-05	0.000140680487354353	6.49445008819502e-05	6.27158382360335e-05	0.00024230724226779	0.000154767090090815	0.000106281182567582	0.000220463434134144	5.50793118869353e-05	0.000121799536734269	6.25070159409776e-05	0.000132159544594354	0.00034503871652558	0.000144239482801117	7.70485760928758e-05	0.000109625226203333	0.000293567870873508	6.43956083028664e-05	4.4065526961342e-05	0.000229164889891649	5.57988030526711e-05	0	0.000199256311980125	3.66959690347394e-05	0.000165305648576177	4.21477983161038e-05	0.000229255665221734	0.000372040260262623	0.000114902940431266	7.47928300612117e-05	5.47670270394339e-05	2.637254102243e-05	2.61612479641596e-05	1.20418131065411e-05	2.77812417866409e-05	2.38264375583293e-05	4.65278767724039e-05	7.28261850343423e-05	0.000170779280370949
Bacteroides_finegoldii	0.0202714118113384	0.0263660574556738	0.00211022616172812	0.0239958948551804	0.0021685610781689	0.00328018146872956	0.00234074786391621	0.00527592227323932	0.00385323145630192	0.00144199093833278	0.00234152853448781	0.00360672443289669	0.00166669059290193	0.0204869648362286	0.00131166513420356	0.00224577519448852	0.00576870702587446	0.0019363183416169	0.00103810804610372	0.00203950211185737	0.00217485824694841	0.00900022137697338	0.00177198153793335	0.00878216216881959	0.00071449373854699	0.00219169425478539	0.0146320760547989	0.0022679221688237	0.00124383547660058	0.0080920101204473	0.00150338926672236	0.00356435321611369	0.0109509069304616	0.000951562544146027	0.00104836705337987	0.0130831968641345	0.00561050481026226	0.000661325306328778	0.00100597159119813	0.00117594487195492
Bacteroides_eggerthii	0.000708383091111785	0.00103543690584843	0.00120646054718538	0.00148862841253775	0.000251970986472093	0.00157148152680643	0.00143826265602276	0.00225875857012469	0.000728394918953924	0.000670496426451463	0.00101854676506574	0.00586017483525335	0.00089810723920199	0.000817074065940126	0.00538899670784285	0.00186436859479455	0.000987686555983491	0.00169475079977063	0.00204221961315246	0.00134473537308657	0.00132052308521609	0.00114319130216503	0.001056517030842	0.0150891299101814	0.00096272587351099	0.0380017960221951	0.00245101604799664	0.00649068867536038	0.00250863139690235	0.0020637627844164	0.0120711827187537	0.00182385020721187	0.000536790779093366	0.00178894436537572	0.000450975503700178	0.00995270435210389	0.000568953854191768	0.000510182578515419	0.000388788077450647	0.000518923098822736
Bacteroides_dorei	0.00920049168856539	0.0264839497345779	0.00458481630482367	0.0296903816076125	0.0104325992359838	0.00774968305417817	0.00959059097672585	0.00780849042836756	0.015505799641782	0.00527272198752935	0.0360776075036705	0.00639960947232228	0.00692677375862637	0.0117528518360447	0.0114834910623181	0.0045954391791315	0.00863698215063433	0.0115891784309706	0.00329238063190997	0.00577851642825399	0.00331531963344938	0.0189059251063667	0.00127937461173339	0.00218830105330772	0.0197065796603286	0.00532295592319055	0.00479738637806345	0.0182106508741995	0.0101836173292091	0.0041712637924172	0.00272633764424336	0.00413613777995585	0.00221266426533208	0.000943464485341699	0.00476605431406958	0.00155969715884974	0.000921442639613198	0.00777557456060427	0.00212182695438332	0.00167459866308948
Bacteroides_pectinophilus	5.78692008064132e-05	0.000109532966868187	6.26036715262651e-05	5.73464330305498e-05	9.2264895747705e-05	2.72546590627174e-05	6.50516706167273e-05	0.000101890147844501	4.42461712302535e-05	4.66905482277701e-05	0.000137632432072864	0	0	8.65531317837464e-05	8.10001301973969e-05	7.82831988829681e-05	3.95504295512699e-05	0.000182468955344625	3.79880432085464e-05	3.96341381374035e-05	3.7053362016803e-05	0	2.53392978374411e-05	3.77941235332978e-05	2.86863983362005e-05	0	3.71036283082323e-05	4.43829009790956e-05	0	2.7701540894481e-05	2.8686547795743e-05	3.18136612719285e-05	1.4851394355695e-05	8.49842314420885e-06	0	2.85287731942283e-05	4.48293140285089e-05	2.7204645405475e-05	0	0
Bacteroides_plebeius	0.000375824580919888	0.000192726216345093	0.000405230951619005	0.000461692080956526	0.000156848723384181	0.000504935561158747	0.00761050157663209	0.000251782581643599	0.000289002470285561	0.00404342264497792	0.000510002457560868	0.000277726435343351	0.000184275980977917	0.000682075937739748	0.000471408414352195	0.000525828529593572	0.00177495556562889	0.000763530775227768	0.000398191943595237	0.000228094015992519	0.000319566128934626	0.000371445582679896	0.00109181787652117	0.00136975535179424	0.000944058065517817	0.000282002054368333	0.00197588827685631	0.000768917616991608	0.000128381460699031	0.000357733873817076	0.000152297999709803	0.000765403840834325	0.000279050953785144	0.00154358885414798	0.000221265776703226	0.000250276370784452	0.000296839013234653	0.000386352583393613	0.000336547249117218	0.00784849643526101
Pedobacter_heparinus	0	0	4.59202573337435e-05	0	0	0	0	0	0	2.2944879093152e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59920500991067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteria_bacterium_MS024-2A	0	0	2.63583852510244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteria_bacterium_MS024-3C	0	0	0	0	2.63311903372779e-05	0	0	0	0	0	0	0	0	0	0	5.00181240924837e-05	0	0	0	0	0	0	0	0	0	3.56686854915385e-05	0	0	0	0	0	2.51496943441256e-05	0	0	0	0	0	1.59240765910977e-05	0	0
Enterococcus_faecalis	0.000454858803753169	0.000404918550093038	7.26199920651969e-05	0.000206302714854854	0.000584660856530598	0.000553445709333586	0.000463412037515478	0.000347482776747482	0.000622877520083776	0.00041459142509952	0.000442053081187448	0.000196556852902775	0.000652215881588047	0.000403415044694692	0.000257372680462663	0.00150741568000301	0.000353165501637893	0.00067430979043339	0.000587695633013505	0.000886935816837421	0.000256465970415615	0.000220104656363906	0.00131120970221602	0.000436110622790859	0.000395463853933689	0.000287851561518095	0.000785957177377899	0.000285803492956688	0.000107127663302412	0.000655606967504982	0.000351446223584729	0.000266530363994894	0.000218214126108606	0.000145513603638428	0.000158184110863887	0.000190963574219534	0.000229834999012567	0.000142032868046535	0.000240364818975458	0.000151458050576266
Anoxybacillus_flavithermus	0	3.65699092945863e-05	0	0	3.05554512832297e-05	0	0	0	0	0	0	0	0	0	0	2.88936723707549e-05	0	5.76159308713104e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium_etli	2.25714964966285e-05	7.19357999566136e-05	0	0	0	3.78303342300154e-05	6.77633279598928e-05	4.77436812044373e-05	0	0	4.57390216655986e-05	0	3.28968996686591e-05	0	0	0	0	0	7.63931348877323e-05	3.53092809159003e-05	0	2.57575692267408e-05	0	0	0	0	0	0	3.61598539328258e-05	0	3.21918657127056e-05	0	7.53585332470966e-06	6.57411287830162e-06	0	0	1.53016081785599e-05	0	1.7759076514241e-05	0
Lactobacillus_casei	0.00121964701770057	0.000908348439904983	8.49181175816997e-05	0.000456623215970761	9.04541460986258e-05	0.000139589566836124	0.000111721155683643	0.00108324397806532	0.000100540508658834	0.000352872231985689	0.0001165529428396	0.000462160554004128	9.51553027953611e-05	5.71862088463551e-05	0.000134749112138385	0.00136292639822908	0.00016647847993428	0.000175719252809888	0.000123047513110004	5.11478772416781e-05	5.91324267098312e-05	0.000379805948487925	4.15756527990338e-05	0.000374518129308502	6.15339340798661e-05	0.00158130563260672	0.000407200055699356	7.83609868265633e-05	8.79571226559693e-05	8.1618295889106e-05	0.000226018621518688	5.50519123844451e-05	3.15323923934648e-05	2.23358364503969e-05	4.82364727959638e-05	2.72929834246289e-05	2.96425671936875e-05	3.01805684234623e-05	0.000681436352627177	4.40595040378087e-05
Edwardsiella_tarda	0.0027462649373429	0.000370584988862023	0.00400694898582532	0.0011493860812553	0.00165424207433142	0.00442155477901385	0.00234491791320418	0.00207679996506943	0.00166401192778584	0.00179687032831772	0.000362179906767917	0.00183990037222237	0.00137428519200234	0.00195714927677408	0.00433297552248486	0.00108090046700225	0.00192069784340098	0.00647671527268305	0.00430458412860541	0.000837915751422621	0.00261800676216852	0.00236812626427427	0.00266902981496042	0.00162648355441444	0.00216692552978758	0.00318663682172908	0.00165408579349888	0.00133405178936742	0.000832871969460257	0.00145542286811898	0.00251453779447383	0.00153618182564148	0.000415010772904151	0.000896432209749362	0.000369478991397352	0.000399362693482633	0.00036018086494242	0.00101097206359466	0.00133711877490399	0.000255787780172922
Helicobacter_pylori	0	0	0	0	0	0	8.67071519114536e-05	0	0	0	0	3.83227755781307e-05	0	0	0	5.29719200275116e-05	4.53595652864751e-05	0	0	2.37733369071555e-05	0	0	0	0	0	0	2.26999055430501e-05	0	0	0	0	0	0	0	0	0	2.38410756580793e-05	1.02776254739105e-05	0	0
Tyzzerella_nexilis	4.76280659262649e-05	0.000186942491484552	0.000153995686145253	0.000159794708755018	0.000153207344875253	0.000219458138242576	0.000253886851773511	0.000489452256541056	0.000804606855527236	0.000442606324710813	0.000307057220442859	0.000148591071281755	6.83957789089133e-05	0.000185060787249343	0.0005254299077369	0.000244898257765954	0.000868285911911011	0.000544497835160493	0.000232951804668804	0.00011682474372514	9.2910621849583e-05	0.000152603614818136	0.00010971954520378	0.000330705185287488	9.00162255922143e-05	0.000128649353321802	0.000114052255838861	0.000136551963896718	0.000538376327440309	0.000314435764047418	0.000113007588041678	7.11023420963258e-05	7.38720830459939e-05	6.40416467536448e-05	9.88949590476172e-05	6.01522713404853e-05	0.000141033644125437	7.79476967352779e-05	7.01639726421736e-05	3.9458169919333e-05
Clostridium_hiranonis	0	4.37153969913169e-05	0	0	0	0	0	0	0	0	0	0	0	5.03138618885954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_rustigianii	0	3.004189878792e-05	3.96280094744771e-05	0	4.79728368945437e-05	0	0	6.03661300570729e-05	4.14635079557319e-05	2.95556662530408e-05	0	0	0	0	0	2.70018792016316e-05	4.28429237741813e-05	0	0	2.49712733228424e-05	3.64542077148156e-05	3.82943649714314e-05	0	0	2.42566099429879e-05	4.76071039409566e-05	2.20512669053512e-05	0	0	3.05188535908463e-05	0	0	1.05060529431553e-05	0	0	8.3617689007248e-06	1.6370171128549e-05	0	1.40374564686468e-05	1.70006266247038e-05
Enterobacter_cancerogenus	0.0213443164829662	0.0228761641451568	0.0549215222678939	0.0561037232028104	0.0420318577442333	0.0479666753715231	0.0207315898876287	0.0435772395949946	0.0053654409200656	0.0399207192293637	0.0497016032422184	0.0154255804686414	0.0122382036733693	0.0590042825612514	0.058192543945703	0.0254943191398203	0.0228757325079383	0.0327821823068404	0.0489114931543487	0.01102047656733	0.0133937012949495	0.0172962726834939	0.0177431114037673	0.0528485519136724	0.0165355055763416	0.0409704674248684	0.0121546425263707	0.02001242813383	0.00831788812969679	0.0190246109915351	0.0129675302027979	0.0167209497457494	0.00693325643774317	0.0049147917739124	0.0147549810049082	0.00708494865357135	0.014335087499376	0.00344002557993705	0.00903432128442747	0.00664234370731465
Citrobacter_youngae	0.0181526574996357	0.0604800718814904	0.00607402542494664	0.0325308863207355	0.0252336072460053	0.0732022414563093	0.0693049289467219	0.0963039072221373	0.065946504892129	0.0159558039431375	0.026694058269602	0.0275926954258089	0.0529633000700165	0.0579262819633924	0.0109945065865163	0.0331837515556557	0.061851069462646	0.0116694878400093	0.0234613756980184	0.0138615803865234	0.0323857828323327	0.0121671048610965	0.0211672264091084	0.0199283064646795	0.0278569926817302	0.0562197907448805	0.0295099899001212	0.0148297750542164	0.0251282395176574	0.0171737899701119	0.0419122653510602	0.0119707622833711	0.00529111837566278	0.00449324036766137	0.0191202664504059	0.0055925132102995	0.00602261199367634	0.00352335154242041	0.00698926369949099	0.00373307437253467
Escherichia_albertii	0.00516352747832723	0.00612636127018433	0.0165653435178712	0.00558851045844471	0.0143814301125264	0.00587168583892983	0.0319798837439715	0.00604680415890681	0.0118641835076165	0.00349186796336929	0.00306854706814689	0.00904906597351147	0.00700573323399585	0.00202003970632608	0.0130330042789513	0.0191718747258228	0.00431832906745461	0.00392094277830851	0.00696252438692762	0.0101754534105814	0.00743835963229721	0.00677853488493044	0.00642628540201325	0.00850779946934798	0.00385562319591938	0.00563627394707106	0.00411557002127655	0.0154956164644089	0.0034029927632395	0.000775995443264224	0.00273086795346631	0.00405959831766415	0.00102443046999023	0.00173308476690107	0.00101717331917543	0.00154460551899928	0.00117381089689105	0.00051759863204705	0.00500075483559826	0.00222860929686357
Escherichia_coli	0.249967524679466	0.140642969608073	0.216537803781931	0.270128122703113	0.149762050917375	0.11827119493039	0.146810987324032	0.230481952564523	0.0753634831232933	0.208122970137549	0.228974857615265	0.226145744983039	0.253563087515848	0.132588763126372	0.163462845722955	0.213936852334801	0.171188153637827	0.218976918428821	0.180546054246867	0.307236210040359	0.323353918564	0.434808184049995	0.42134407507036	0.334849672770647	0.450274828663476	0.133637206547113	0.0760766453984171	0.180450064150682	0.1159421174058	0.160121367532105	0.121124748750228	0.0172372795654783	0.811563325965903	0.794440610252335	0.785759475132731	0.793639163133483	0.617790706064518	0.782740409368465	0.674818166133367	0.671555831120423
Butyrivibrio_crossotus	4.96295254571907e-05	0	0	0	0	5.00476221332317e-05	8.38676337559268e-05	3.23743213575555e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03738927648231e-05	0	0	3.44654892278763e-05	3.82831354450677e-05	2.97046209605906e-05	4.56849567354662e-05	0	1.85152022457433e-05	0	1.41792276652869e-05	1.61546213880462e-05	6.54929100157422e-06	0	1.80677770340558e-05	0	1.35224168361108e-05	1.39743713148608e-05
Candidatus_Azobacteroides_pseudotrichonymphae	4.65136855248195e-05	0.000117355667723327	0	2.88026239251169e-05	2.27763363338199e-05	0	8.13402236256614e-05	3.03444706086888e-05	0	1.9113856201271e-05	2.98067454232148e-05	0	8.88395598507452e-05	0	0	0	0	0	5.14691232229652e-05	0	0	0	2.36113601501789e-05	3.46607111014774e-05	0.000259409510616736	0	3.49157893058985e-05	4.62341480113396e-05	0	5.86531515528433e-05	0	8.05625832962432e-05	0	0	0	0	0	0	1.36139227786843e-05	0
Eubacterium_rectale	7.4290503537469e-05	0	0.000102097664383593	0	2.98431282334534e-05	3.59199004378603e-05	0.000114588559689237	3.24353534228054e-05	0	4.99182498129649e-05	0	4.77507188670109e-05	4.54366511754364e-05	9.81389100035612e-05	0	0.000159365493774707	0	0.000103525547946367	4.57471828000037e-05	0	2.61123891385731e-05	2.402462229788e-05	4.67705734308819e-05	6.30417220150712e-05	6.9739217124239e-05	5.24887387271694e-05	6.64022014061377e-05	2.99921745707074e-05	0.000117572368678238	4.70883011480276e-05	7.06254490321909e-05	4.23375367848867e-05	1.61651228598237e-05	9.41323357732007e-06	1.34338709178235e-05	9.98332174796244e-06	3.59182166395645e-05	2.15330836933629e-05	1.90096988314779e-05	1.29893450804112e-05
Eubacterium_eligens	0	3.86343077249991e-05	4.01416457262536e-05	3.52027279663433e-05	3.13624757973587e-05	0	6.38775963869138e-05	0	6.02890922753879e-05	3.07306514654705e-05	0	0	4.4013400467504e-05	0	0	2.79027040017703e-05	6.00802038751358e-05	0	3.29074641682182e-05	0	4.62345589896703e-05	2.21944911661797e-05	0	0	0	2.86096370759854e-05	2.83279810177474e-05	3.04593260275353e-05	2.43538513134121e-05	0	0	0	0	1.2455973409015e-05	0	0	2.21401393922855e-05	6.5520758346673e-06	0	1.10021279469055e-05
Bifidobacterium_angulatum	0	3.71512919675928e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18054286388904e-05	0	0	0	0	0	0	0	0	0	0	7.53352283478154e-06	0	0	0	0	0
Clostridium_asparagiforme	1.89102448659316e-05	0.000129564133316826	0.000113101002706145	0.000110381495322037	0.00027048764123907	8.68397882513107e-05	0.000190997044008093	7.32223580562722e-05	9.97616733919918e-05	0.000209354167892297	8.53494873684919e-05	0.000226241003902518	0.000141543908290446	5.47871554764349e-05	6.31050473801657e-05	3.77667160922041e-05	0.000269204585761488	0.000131791939770713	8.42123592339769e-05	2.95582295303452e-05	8.512655271138e-05	0.000276920532026768	6.47165812809964e-05	8.19534154282965e-05	5.86585890332371e-05	0.000128824382461607	5.94537153898456e-05	6.96550780116483e-05	9.70940766594964e-05	0.00010867736703554	9.94474711409911e-05	7.8581824970404e-05	1.69181809722132e-05	2.53668475949535e-05	3.78785330044752e-05	4.83696252142745e-05	3.26389656775505e-05	3.4977215466699e-05	5.10788572588618e-05	2.56541479229511e-05
Holdemanella_biformis	9.994834167044e-05	8.75496656781847e-05	0.000135026920259736	0.000142449139091864	0.000158934013457226	0.000301217231484299	0.000500221117125149	0.00023461295612791	0.000210142458499629	0.000229760715034781	4.61695403195355e-05	6.07373306052085e-05	0.000181891802985059	0.000199684996603335	0.00165262752563125	0.000257883054700374	0.00014184367285116	7.70692839021919e-05	9.29822486765543e-05	0.000143169618036954	0.000498981192316059	0.000109124609425364	0.00015911654137499	6.6772271531142e-05	0.000140120199498047	0.000200580696811162	6.52809993582023e-05	7.77537207902126e-05	4.58067960135076e-05	5.14000518691863e-05	0.000186410139779572	0.000162915026104878	5.51736155404267e-05	0.000315700051292109	2.70613794711596e-05	7.22238359958263e-05	0.000310028874433038	3.34837633081739e-05	4.18493373276827e-05	1.6350039137179e-05
Rhodothermus_marinus	0	0	0	0	0	0	0	0	0	0	0	4.6830023710038e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureaplasma_parvum	7.04302353429856e-05	9.78676116807542e-05	9.23236334783095e-05	8.13986668243199e-05	3.67060160683241e-05	3.54184950363741e-05	0.000427625189106794	0.000165029006648962	5.73442012504404e-05	2.73667003391366e-05	0.000648374579242876	4.45072666168152e-05	0.000138277268412306	6.48646628312501e-05	0.000104183681077815	5.4540142616365e-05	7.97114090959536e-05	8.36971739107821e-05	4.79823242364179e-05	4.61957714562233e-05	2.21049152074091e-05	3.78077122149732e-05	0.000197094540920607	8.29261475139626e-05	5.18690010752785e-05	3.35250034864526e-05	2.1459304683961e-05	0	0.000159437004785254	0.000178251272539885	4.25600827150321e-05	1.85722290075442e-05	1.26117116634321e-05	1.80506987431457e-05	1.00448747889343e-05	2.75636657573837e-05	2.76364191843539e-05	4.78786119535577e-05	0.000235710782154242	2.95087074818391e-05
Providencia_alcalifaciens	2.11765977335948e-05	5.41670456765664e-05	0	8.49270146106771e-05	0	0	5.82990726223219e-05	3.74129411763414e-05	5.15163150166864e-05	7.55836481159628e-05	0	5.23387535031259e-05	5.13286791218929e-05	4.03121725909295e-05	9.48789499343159e-05	2.59247688279054e-05	5.00669246505855e-05	0	7.21645430742606e-05	5.51281301362944e-05	7.29592261871701e-05	2.88500724522575e-05	3.52913735385355e-05	9.64255748802186e-05	6.81345897334488e-05	0	0	2.31322967192468e-05	3.63472519489325e-05	2.61198763473051e-05	0	0	8.24488093802748e-06	9.21763888453677e-06	1.88535627964561e-05	1.00063770139172e-05	2.73816923619907e-05	0	1.99679207897069e-05	3.47764583240926e-05
Providencia_rettgeri	0	2.58272574443321e-05	3.12136146733729e-05	0	2.43290764326781e-05	3.64241967555354e-05	0	0	0	0	0	0	0	2.82460729532166e-05	0	2.13186713982141e-05	0	0	0	0	2.08062317926683e-05	3.72029512509386e-05	0	0	0	0	2.97679554565737e-05	2.20633258701811e-05	0	0	0	3.09633244377102e-05	0	0	0	6.78783062742086e-06	1.82127216058009e-05	0	0	0
Collinsella_intestinalis	0.000216792299353657	0.000113153525432527	0.00031810008107229	0.000474836069148804	0.00012552907769374	0.000119455033187833	0.000243886269339152	0.000387182132230437	0.000201092007599794	6.58556327047048e-05	0.000212236327448984	0.000271902007818685	0.00031494599734225	0.000171648052224592	0.000442541827420537	0.000186673170939347	0.000293196957013455	0.000124661753920647	0.000123782314188829	0.000384393415816562	2.92527237678204e-05	0.000351260409268336	9.41949095913047e-05	0.000168548004041914	0.000142657974461742	0.000116197970197105	0.000452851695317343	9.80423655991066e-05	0.000130542822390043	8.92504591344933e-05	8.90531613550414e-05	8.56886709107759e-05	0.000162141251932045	6.16212457763012e-05	2.27734454981519e-05	1.34421026013966e-05	9.72500029508453e-05	4.05979858886232e-05	2.4535008420717e-05	7.82964299749323e-05
Stenotrophomonas_maltophilia	0.0188039013300287	0.0629091257105999	0.0477217463751032	0.0242697662504156	0.0163361890790048	0.00679090148205594	0.0323943340721129	0.0732739177097374	0.0431015366637524	0.0462505319374803	0.0428282375469937	0.04928996125532	0.0915294150715438	0.0281497429567708	0.0615532721586191	0.102708171783546	0.0484590019600934	0.0260121046721682	0.0376977680407954	0.0798152159633509	0.0139477026769081	0.0074473970756353	0.0400950546284028	0.0690838627332871	0.0444309879190653	0.162388710486584	0.176428769091873	0.223838682323337	0.202734958518438	0.296453227909459	0.386790155478872	0.208681853312053	0.0129708875291078	0.0108691393173591	0.00960502599065623	0.0329724379445342	0.113200485517705	0.0106664508273797	0.0466753499452738	0.0171199307474236
Desulfovibrio_desulfuricans	6.18561587347754e-05	4.32092472408315e-05	4.83987504155892e-05	3.62148884915246e-05	7.31855960747412e-05	6.9921538996301e-05	4.99584174510464e-05	7.85529117790692e-05	4.3039597838878e-05	6.93109406391745e-05	3.69565320454858e-05	4.2482759911248e-05	5.50082923045005e-05	0	0.0001155354714715	7.8937689725018e-05	0	0.000224352820164041	0.000191634936251897	7.59620190437975e-05	2.77938360237645e-05	6.04937193367313e-05	2.47455293083916e-05	5.91729319234545e-05	0	4.13158217486036e-05	3.99274854159299e-05	2.34116904372103e-05	4.35335065075393e-05	2.3350807302234e-05	3.64078322178109e-05	8.61308486690353e-05	9.92753986776265e-06	9.69175204028743e-06	0	1.36963032838042e-05	2.12656240787796e-05	0	1.14501785413734e-05	0
Atopobium_vaginae	0	3.66251096038689e-05	0	0	2.88666727181382e-05	0	0	0	0	0	4.18301066758787e-05	3.29248223414885e-05	0	0	4.34642674882705e-05	2.11422404551547e-05	4.26392258447412e-05	0	0	0	0	0	0	4.74501714951317e-05	0	5.70204101605179e-05	2.88369516016519e-05	0	0	4.48170705579461e-05	0	0	0	0	0	0	1.73708198009067e-05	1.78192748507769e-05	2.30018428274706e-05	9.21647711240212e-06
Erysipelothrix_rhusiopathiae	0	0	0	0	2.32628399821532e-05	0	0	0	0	0	0	0	0	0	0	0	7.63725094344162e-05	0	3.28628793814708e-05	0	0	0	0	0	0	0	0	0	2.2048347416267e-05	0	4.80939073436833e-05	0	0	0	0	0	0	0	0	0
Gardnerella_vaginalis	0.000572462767506695	0.000640880243260229	0.000383976149438204	0.000635310058816914	0.00080156266191353	0.000924501204368375	0.00033400666141412	0.000394760297206602	0.000514546930049895	0.000713429946745912	0.000491992084487788	0.000704648483609548	0.000946304572569405	0.000798539234611778	0.000261957402638751	0.000264491399561654	0.000878028432726421	0.00103175131037131	0.000180213083232618	0.00017724787813421	0.000172983784530651	0.000247367343012713	0.000562062289551498	0.000190481713156179	0.000135010942326417	0.000274488915449636	0.000414944170251183	0.000475606156732377	0.000369990478166915	0.00058233026414866	0.000107679959531219	0.000159294721816048	5.88455059011334e-05	4.64493175105132e-05	3.95085097060788e-05	8.45679701674096e-05	0.000101122420378445	8.97104057462769e-06	0.000105644183812082	3.34303064388655e-05
Lactobacillus_antri	0	0	0	0	0	0	0	5.59722127489557e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000114625682863453	0	3.54808156732049e-05	0	0	0	0	0	0	0	0	0	0	7.89007472516009e-06	0	0	0	0	0	0
Lactobacillus_buchneri	0	7.18926981335679e-05	0	7.5840709166105e-05	2.38294620057507e-05	0	0.000115938708781066	0	0	2.3914453176721e-05	0	8.40233535156431e-05	0	0.000341962446469423	0.000103320913285499	7.17217122808061e-05	0	0.00012632141450113	0	0	0	5.81539303341391e-05	0	0	0	0	0	0	6.13951275095738e-05	0	0	0	7.00955619242612e-06	0	0	0	7.07045619625051e-05	0	0	0
Lactobacillus_iners	0	0	0	0	0	3.50021907867419e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95572819736308e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii	8.47366984437936e-05	5.55433762981206e-05	0	0	0	0	0	0	0.00026687295189315	0	0.000120474989944475	0	6.83031774243248e-05	5.01350889480664e-05	0	0	0	0.000316195986580962	0	0	7.37259798497346e-05	0	0	0	0	0	8.60285181480048e-05	0	0	3.55052415444945e-05	0	0	0	0	2.63994394723825e-05	1.10565606390541e-05	0	0	0	0
Lactobacillus_rhamnosus	5.01850965576802e-05	0	0	0	0	0	0	0	0	0	8.53744133908367e-05	0	0	0	0	0	7.16494346256828e-05	0.000118375774657329	6.64101874077832e-05	0	0	0	0	0	0	0	0	0	0	0.000109547800167089	0.000103691887454622	0	0	0	0	2.04758355723602e-05	2.35154259068315e-05	0	0	2.70183661134203e-05
Lactobacillus_ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14289188835774e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ultunensis	2.08568392945797e-05	0	0.000154175799709336	0	0.000113188448884491	0	0	0.000159127186321624	0	0	0	2.92934559836276e-05	0	0.000196625009889134	0	0	3.33393057310281e-05	0	0	0.000231070738126086	2.14014813374039e-05	2.65628044607126e-05	3.5452395138639e-05	0.000272656726413393	0.00015014502305553	0	0	0	0	0	0.000193232231323637	0	7.45339591462489e-05	0	0	8.87939829615278e-06	0	0	0	0
